,ID,Prompt,Representations,Auto_assessment,Task,Task_specific_label,img2img_instructions,Linked_prompts
1710,1711,house,house,True,Single object,,,
1711,1712,jar,jar,True,Single object,,,
1712,1713,lamp,lamp,True,Single object,,,
1713,1714,flashlight,flashlight,True,Single object,,,
1714,1715,toothbrush,toothbrush,True,Single object,,,
1715,1716,boat,boat,True,Single object,,,
1716,1717,candy,candy,True,Single object,,,
1717,1718,pillow,pillow,True,Single object,,,
1718,1719,sky,sky,True,Single object,,,
1719,1720,dove,dove,True,Single object,,,
1720,1721,ocean,ocean,True,Single object,,,
1721,1722,star,star,True,Single object,,,
1722,1723,fish,fish,True,Single object,,,
1723,1724,whale,whale,True,Single object,,,
1724,1725,moon,moon,True,Single object,,,
1725,1726,sheep,sheep,True,Single object,,,
1726,1727,apple,apple,True,Single object,,,
1727,1728,car,car,True,Single object,,,
1728,1729,skyscraper,skyscraper,True,Single object,,,
1729,1730,lemon,lemon,True,Single object,,,
1730,1731,sword,sword,True,Single object,,,
1731,1732,violin,violin,True,Single object,,,
1732,1733,cloud,cloud,True,Single object,,,
1733,1734,ice cream,ice cream,True,Single object,,,
1734,1735,snowman,snowman,True,Single object,,,
1735,1736,anchovie,anchovie,True,Single object,,,
1736,1737,tree,tree,True,Single object,,,
1737,1738,knife,knife,True,Single object,,,
1738,1739,bird,bird,True,Single object,,,
1739,1740,elephant,elephant,True,Single object,,,
1740,1741,snake,snake,True,Single object,,,
1741,1742,kiwi,kiwi,True,Single object,,,
1742,1743,headphones,headphones,True,Single object,,,
1743,1744,tile,tile,True,Single object,,,
1744,1745,spider,spider,True,Single object,,,
1745,1746,owl,owl,True,Single object,,,
1746,1747,diamond,diamond,True,Single object,,,
1747,1748,dog,dog,True,Single object,,,
1748,1749,cat,cat,True,Single object,,,
1749,1750,light bulb,light bulb,True,Single object,,,
1750,1751,feather,feather,True,Single object,,,
1751,1752,ladder,ladder,True,Single object,,,
1752,1753,fir tree,fir tree,True,Single object,,,
1753,1754,stone,stone,True,Single object,,,
1754,1755,coin,coin,True,Single object,,,
1755,1756,t-shirt,t-shirt,True,Single object,,,
1756,1757,desk,desk,True,Single object,,,
1757,1758,gorilla,gorilla,True,Single object,,,
1758,1759,medal,medal,True,Single object,,,
1759,1760,mouse,mouse,True,Single object,,,
1760,1761,butterfly,butterfly,True,Single object,,,
1761,1762,brick,brick,True,Single object,,,
1762,1763,spoon,spoon,True,Single object,,,
1763,1764,dragon,dragon,True,Single object,,,
1764,1765,banana,banana,True,Single object,,,
1765,1766,balloon,balloon,True,Single object,,,
1766,1767,giraffe,giraffe,True,Single object,,,
1767,1768,swan,swan,True,Single object,,,
1768,1769,leaf,leaf,True,Single object,,,
1769,1770,mountain,mountain,True,Single object,,,
1770,1771,fork,fork,True,Single object,,,
1771,1772,treehouse,treehouse,True,Single object,,,
1772,1773,screwdriver,screwdriver,True,Single object,,,
1773,1774,pencil,pencil,True,Single object,,,
1774,1775,tennis ball,tennis ball,True,Single object,,,
1775,1776,helicopter,helicopter,True,Single object,,,
1776,1777,clock,clock,True,Single object,,,
1777,1778,shirt,shirt,True,Single object,,,
1778,1779,candle,candle,True,Single object,,,
1779,1780,crown,crown,True,Single object,,,
1780,1781,drum,drum,True,Single object,,,
1781,1782,bicycle,bicycle,True,Single object,,,
1782,1783,sculpture,sculpture,True,Single object,,,
1783,1784,phone,phone,True,Single object,,,
1784,1785,bus,bus,True,Single object,,,
1785,1786,scarf,scarf,True,Single object,,,
1786,1787,cup,cup,True,Single object,,,
1787,1788,belt,belt,True,Single object,,,
1788,1789,tablet,tablet,True,Single object,,,
1789,1790,cactus,cactus,True,Single object,,,
1790,1791,cow,cow,True,Single object,,,
1791,1792,hair drier,hair drier,True,Single object,,,
1792,1793,bear,bear,True,Single object,,,
1793,1794,cake,cake,True,Single object,,,
1794,1795,bench,bench,True,Single object,,,
1795,1796,chair,chair,True,Single object,,,
1796,1797,keyboard,keyboard,True,Single object,,,
1797,1798,kite,kite,True,Single object,,,
1798,1799,airplane,airplane,True,Single object,,,
1799,1800,cell phone,cell phone,True,Single object,,,
1800,1801,skateboard,skateboard,True,Single object,,,
1801,1802,teddy bear,teddy bear,True,Single object,,,
1802,1803,refrigerator,refrigerator,True,Single object,,,
1803,1804,baseball glove,baseball glove,True,Single object,,,
1804,1805,bowl,bowl,True,Single object,,,
1805,1806,zebra,zebra,True,Single object,,,
1806,1807,sink,sink,True,Single object,,,
1807,1808,carrot,carrot,True,Single object,,,
1808,1809,umbrella,umbrella,True,Single object,,,
1809,1810,stop sign,stop sign,True,Single object,,,
1810,1811,scissors,scissors,True,Single object,,,
1811,1812,microwave,microwave,True,Single object,,,
1812,1813,motorcycle,motorcycle,True,Single object,,,
1813,1814,train,train,True,Single object,,,
1814,1815,couch,couch,True,Single object,,,
1815,1816,remote,remote,True,Single object,,,
1816,1817,snowboard,snowboard,True,Single object,,,
1817,1818,hot dog,hot dog,True,Single object,,,
1818,1819,handbag,handbag,True,Single object,,,
1819,1820,truck,truck,True,Single object,,,
1820,1821,mice,mice,True,Single object,,,
1821,1822,dining table,dining table,True,Single object,,,
1822,1823,toilet,toilet,True,Single object,,,
1823,1824,sports ball,sports ball,True,Single object,,,
1824,1825,fire hydrant,fire hydrant,True,Single object,,,
1825,1826,book,book,True,Single object,,,
1826,1827,suitcase,suitcase,True,Single object,,,
1827,1828,frisbee,frisbee,True,Single object,,,
1828,1829,donut,donut,True,Single object,,,
1829,1830,surfboard,surfboard,True,Single object,,,
1830,1831,broccoli,broccoli,True,Single object,,,
1831,1832,pizza,pizza,True,Single object,,,
1832,1833,potted plant,potted plant,True,Single object,,,
1833,1834,wine glass,wine glass,True,Single object,,,
1834,1835,tie,tie,True,Single object,,,
1835,1836,bottle,bottle,True,Single object,,,
1836,1837,laptop,laptop,True,Single object,,,
1837,1838,toaster,toaster,True,Single object,,,
1838,1839,parking meter,parking meter,True,Single object,,,
1839,1840,bed,bed,True,Single object,,,
1840,1841,sandwich,sandwich,True,Single object,,,
1841,1842,tennis racket,tennis racket,True,Single object,,,
1842,1843,traffic light,traffic light,True,Single object,,,
1843,1844,backpack,backpack,True,Single object,,,
1844,1845,vase,vase,True,Single object,,,
1845,1846,kitchen,kitchen,True,Single object,,,
1846,1847,bedroom,bedroom,True,Single object,,,
1847,1848,desert,desert,True,Single object,,,
1848,1849,garden,garden,True,Single object,,,
1849,1850,room,room,True,Single object,,,
1850,1851,cave,cave,True,Single object,,,
1851,1852,city,city,True,Single object,,,
1852,1853,street,street,True,Single object,,,
1853,1854,table,table,True,Single object,,,
1854,1855,lake,lake,True,Single object,,,
1855,1856,stadium,stadium,True,Single object,,,
1856,1857,field,field,True,Single object,,,
1857,1858,beach,beach,True,Single object,,,
1858,1859,fireplace,fireplace,True,Single object,,,
1859,1860,backyard,backyard,True,Single object,,,
1860,1861,cityscape,cityscape,True,Single object,,,
1861,1862,park,park,True,Single object,,,
1862,1863,hallway,hallway,True,Single object,,,
1863,1864,coast,coast,True,Single object,,,
1864,1865,door,door,True,Single object,,,
1865,1866,crowd,crowd,True,Single object,,,
1866,1867,barn,barn,True,Single object,,,
1867,1868,river,river,True,Single object,,,
1868,1869,road,road,True,Single object,,,
1869,1870,office,office,True,Single object,,,
1870,1871,bookshelf,bookshelf,True,Single object,,,
1871,1872,school,school,True,Single object,,,
1872,1873,lawn,lawn,True,Single object,,,
1873,1874,cloudy sky,cloudy sky,True,Single object,,,
1874,1875,meadow,meadow,True,Single object,,,
1875,1876,tent,tent,True,Single object,,,
1876,1877,bathroom,bathroom,True,Single object,,,
1877,1878,plate,plate,True,Single object,,,
1878,1879,yard,yard,True,Single object,,,
1879,1880,living room,living room,True,Single object,,,
1880,1881,window,window,True,Single object,,,
1881,1882,forest,forest,True,Single object,,,
1882,1883,concert,concert,True,Single object,,,
1883,1884,pond,pond,True,Single object,,,
1884,1885,sunset,sunset,True,Single object,,,
1885,1886,parking lot,parking lot,True,Single object,,,
1886,1887,store,store,True,Single object,,,
1887,1888,flower,flower,True,Single object,,,
1888,1889,shopping mall,shopping mall,True,Single object,,,
1889,1890,restaurant,restaurant,True,Single object,,,
1890,1891,dining room,dining room,True,Single object,,,
1891,1892,church,church,True,Single object,,,
1892,1893,shoe,shoe,True,Single object,,,
1893,1894,swimming pool,swimming pool,True,Single object,,,
1894,1895,classroom,classroom,True,Single object,,,
1895,1896,train station,train station,True,Single object,,,
1896,1897,goat,goat,True,Single object,,,
1897,1898,bag,bag,True,Single object,,,
1898,1899,albatross,albatross,True,Single object,,,
1899,1900,water bottle,water bottle,True,Single object,,,
1900,1901,beaver,beaver,True,Single object,,,
1901,1902,pen,pen,True,Single object,,,
1902,1903,skunk,skunk,True,Single object,,,
1903,1904,wallaby,wallaby,True,Single object,,,
1904,1905,hat,hat,True,Single object,,,
1905,1906,watch,watch,True,Single object,,,
1906,1907,seagull,seagull,True,Single object,,,
1907,1908,wombat,wombat,True,Single object,,,
1908,1909,pig,pig,True,Single object,,,
1909,1910,guitar,guitar,True,Single object,,,
1910,1911,chipmunk,chipmunk,True,Single object,,,
1911,1912,lamb,lamb,True,Single object,,,
1912,1913,ferret,ferret,True,Single object,,,
1913,1914,parrot,parrot,True,Single object,,,
1914,1915,deer,deer,True,Single object,,,
1915,1916,elk,elk,True,Single object,,,
1916,1917,vulture,vulture,True,Single object,,,
1917,1918,doll,doll,True,Single object,,,
1918,1919,penguin,penguin,True,Single object,,,
1919,1920,ball of yarn,ball of yarn,True,Single object,,,
1920,1921,moose,moose,True,Single object,,,
1921,1922,sea lion,sea lion,True,Single object,,,
1922,1923,falcon,falcon,True,Single object,,,
1923,1924,weasel,weasel,True,Single object,,,
1924,1925,seal,seal,True,Single object,,,
1925,1926,wolf,wolf,True,Single object,,,
1926,1927,otter,otter,True,Single object,,,
1927,1928,raccoon,raccoon,True,Single object,,,
1928,1929,condor,condor,True,Single object,,,
1929,1930,eagle,eagle,True,Single object,,,
1930,1931,crow,crow,True,Single object,,,
1931,1932,squirrel,squirrel,True,Single object,,,
1932,1933,goose,goose,True,Single object,,,
1933,1934,hedgehog,hedgehog,True,Single object,,,
1934,1935,pigeon,pigeon,True,Single object,,,
1935,1936,kangaroo,kangaroo,True,Single object,,,
1936,1937,peacock,peacock,True,Single object,,,
1937,1938,turkey,turkey,True,Single object,,,
1938,1939,fox,fox,True,Single object,,,
1939,1940,chicken,chicken,True,Single object,,,
1940,1941,cockatoo,cockatoo,True,Single object,,,
1941,1942,hare,hare,True,Single object,,,
1942,1943,hawk,hawk,True,Single object,,,
1943,1944,mink,mink,True,Single object,,,
1944,1945,flamingo,flamingo,True,Single object,,,
1945,1946,duck,duck,True,Single object,,,
1946,1947,orange,orange,True,Single object,,,
1947,1948,person,person,True,Single object,,,
1948,1949,tv,tv,True,Single object,,,
1949,1950,horse,horse,True,Single object,,,
1950,1951,baseball bat,baseball bat,True,Single object,,,
1951,1952,crocodile,crocodile,True,Single object,,,
1952,1953,watering can,watering can,True,Single object,,,
1953,1954,rabbit,rabbit,True,Single object,,,
1954,1955,dolphin,dolphin,True,Single object,,,
1955,1956,remote control,remote control,True,Single object,,,
1956,1957,turtle,turtle,True,Single object,,,
1957,1958,tutu,tutu,True,Single object,,,
1958,1959,telescope,telescope,True,Single object,,,
1959,1960,panda,panda,True,Single object,,,
1960,1961,slice of pizza,slice of pizza,True,Single object,,,
1961,1962,roller coaster,roller coaster,True,Single object,,,
1962,1963,salad,salad,True,Single object,,,
1963,1964,soccer,soccer,True,Single object,,,
1964,1965,cockroach,cockroach,True,Single object,,,
1965,1966,spray bottle,spray bottle,True,Single object,,,
1966,1967,hippo,hippo,True,Single object,,,
1967,1968,ballerina,ballerina,True,Single object,,,
1968,1969,hockey,hockey,True,Single object,,,
1969,1970,saw,saw,True,Single object,,,
1970,1971,piano,piano,True,Single object,,,
1971,1972,smartphone,smartphone,True,Single object,,,
1972,1973,computer,computer,True,Single object,,,
1973,1974,baseball,baseball,True,Single object,,,
1974,1975,lion,lion,True,Single object,,,
1975,1976,cucumber,cucumber,True,Single object,,,
1976,1977,trampoline,trampoline,True,Single object,,,
1977,1978,scooter,scooter,True,Single object,,,
1978,1979,tiger,tiger,True,Single object,,,
1979,1980,picture,picture,True,Single object,,,
1980,1981,tomato,tomato,True,Single object,,,
1981,1982,tennis,tennis,True,Single object,,,
1982,1983,goblin,goblin,True,Single object,,,
1983,1984,hamster,hamster,True,Single object,,,
1984,1985,astronaut,astronaut,True,Single object,,,
1985,1986,monkey,monkey,True,Single object,,,
1986,1987,stapler,stapler,True,Single object,,,
1987,1988,burrito,burrito,True,Single object,,,
1988,1989,television,television,True,Single object,,,
1989,1990,fly,fly,True,Single object,,,
1990,1991,frog,frog,True,Single object,,,
1991,1992,boy,boy,True,Single object,,,
1992,1993,soccer ball,soccer ball,True,Single object,,,
1993,1994,man,man,True,Single object,,,
1994,1995,orchestra,orchestra,True,Single object,,,
1995,1996,unicycle ,unicycle ,True,Single object,,,
1996,1997,tractor,tractor,True,Single object,,,
1997,1998,princess,princess,True,Single object,,,
1998,1999,teapot,teapot,True,Single object,,,
1999,2000,calculator,calculator,True,Single object,,,
2000,2001,hammer,hammer,True,Single object,,,
2001,2002,brush,brush,True,Single object,,,
2002,2003,disco ball,disco ball,True,Single object,,,
2003,2004,dachshund,dachshund,True,Single object,,,
2004,2005,plane,plane,True,Single object,,,
2005,2006,microscope,microscope,True,Single object,,,
2006,2007,nail,nail,True,Single object,,,
2007,2008,bowl of ice cream,bowl of ice cream,True,Single object,,,
2008,2009,ketchup bottle,ketchup bottle,True,Single object,,,
2009,2010,diploma,diploma,True,Single object,,,
2010,2011,student,student,True,Single object,,,
2011,2012,bike,bike,True,Single object,,,
2012,2013,ship,ship,True,Single object,,,
2013,2014,dollar bill,dollar bill,True,Single object,,,
2014,2015,whisk,whisk,True,Single object,,,
2015,2016,trash can,trash can,True,Single object,,,
2016,2017,beer,beer,True,Single object,,,
2017,2018,puppy,puppy,True,Single object,,,
2018,2019,lizard,lizard,True,Single object,,,
2019,2020,sofa,sofa,True,Single object,,,
2020,2021,bush,bush,True,Single object,,,
2021,2022,plant,plant,True,Single object,,,
2022,2023,pirate,pirate,True,Single object,,,
2023,2024,cage,cage,True,Single object,,,
2024,2025,girl,girl,True,Single object,,,
2025,2026,officer,officer,True,Single object,,,
2026,2027,wall,wall,True,Single object,,,
